comp_id,company_name,legal_form,legal_country,HQ_country,founding_date
1af77768-b9d6-4cbc-af32-f647b0d11cdd,"Duncan, Mueller and Scott",Group,Senegal,Honduras,1990-06-16
998144cd-0af1-4937-8139-b92dd1b0f856,Hughes Group,Ltd,Hungary,Seychelles,1997-03-07
b6ad32f4-ccf2-42cf-a239-451c61486bdc,Cook-Wall,Group,Malawi,San Marino,2019-02-17
3139c9f1-7666-45d9-890e-05e9d8d2184e,Wolfe-Garcia,PLC,Martinique,American Samoa,1991-09-04
3f71d63d-6354-4c04-9d8b-b0fbc01547a6,Armstrong PLC,Inc,Jamaica,Dominica,1981-11-29
6183e55f-c391-40b0-aced-ea9a621ef196,Harrington PLC,and Sons,Iceland,Mali,2020-07-30
3297f2f9-d988-489c-a81c-cdf1af9b172a,Little-Farrell,Inc,Spain,Saint Helena,1987-05-13
e6958d35-3a44-4b3e-aeff-f37337051d92,Davis Ltd,and Sons,Trinidad and Tobago,Eritrea,2002-06-24
1a6d7093-108d-4eb8-a6e1-53281406f1a6,Lara-Hess,Inc,Cote d'Ivoire,Mauritania,1993-01-18
a6b8dab3-4d32-4db1-88c1-e52ba7494604,Perez PLC,Ltd,Saint Barthelemy,Turks and Caicos Islands,2016-08-22
0f5a5730-f72a-45dc-ba59-7e1049e04f77,Roberts Group,PLC,Martinique,Guinea,1997-09-30
fd8759c1-ad4c-45cc-8e6e-0575704f0fed,Smith-Brown,LLC,Andorra,North Macedonia,2021-10-27
0e26376b-3a1d-4fba-a029-32c6718dcf3c,Williams and Sons,PLC,Greenland,Rwanda,2018-07-08
33d0f149-a39c-408d-8b88-6b87a01f1388,"Schmitt, Perry and Miller",and Sons,Bolivia,Australia,1970-01-06
6140859f-5da3-4393-8948-4e696bc2386e,Zimmerman PLC,Inc,Czech Republic,Canada,2001-02-06
08286ced-d739-4e23-91b8-ef08f0e38059,"Farmer, Vance and Walker",and Sons,Palau,Singapore,1973-10-26
2147f54a-9c89-4b49-8663-a8e3e9a4bf65,Rodriguez PLC,LLC,French Polynesia,Niue,1991-10-28
2399ef1f-a647-4aa5-ba3c-da2d3fc84e7c,"Davis, Wright and Carter",Inc,Bosnia and Herzegovina,Guam,1998-01-22
d5be6889-02d8-44b2-afe0-a68110aad4a0,"Petersen, Mitchell and Rivers",Inc,Namibia,Belize,1995-09-26
a66d3394-0cd0-4b6b-8410-48827b869abc,Barnes-Parks,PLC,British Indian Ocean Territory (Chagos Archipelago),Uruguay,1994-05-19
b2e73388-e914-4b81-9ea8-689b1fa94ea9,Contreras Ltd,PLC,Saint Lucia,Equatorial Guinea,2002-12-29
96d2aa9d-9b94-44fc-9401-685c33f017af,Ward-West,Group,Oman,Montserrat,1983-01-08
9fc3ea87-05bb-4194-9da8-b8b3b959b541,"Adkins, Foley and Duncan",Group,Thailand,Norway,1977-07-19
fa131c6b-7885-4102-b8f8-cfdc32643af0,"Todd, Davis and Alexander",Group,Panama,Libyan Arab Jamahiriya,2005-05-21
cfb8338b-3cde-4e63-b5da-82cd0d53ab80,Cruz Inc,PLC,Iraq,Gambia,1981-09-21
59d239a5-3c59-400d-bb7b-e4563968de6a,Jones-Brown,PLC,Ireland,Samoa,2005-12-28
fddbc6f2-e1ce-49fd-84ef-9692c137b8ff,Harris-Dudley,PLC,Mauritania,Congo,1974-06-05
58f0f3f9-9f5e-4e02-b69e-c26ee6c0b051,"Miranda, Turner and West",and Sons,Botswana,French Southern Territories,2022-03-21
f2849faa-b51a-491e-9a21-5f3f62ccf6a9,"Lester, Shepherd and Taylor",LLC,Ireland,Malawi,1991-05-19
5287e64d-1db1-4574-873e-f58333670e16,Lopez PLC,Inc,Mauritius,Samoa,1995-08-24
4ef32ae0-79de-482f-b961-0a99311d63f5,Brown-Baker,Ltd,Comoros,Zimbabwe,2015-06-13
812f453d-6376-4c49-82e4-d87e841b0429,"Reynolds, Bradford and Nash",Inc,Jamaica,Sierra Leone,1978-10-19
105be1ef-5d2b-4ba1-abd6-fc581664a06e,Turner-Rhodes,Inc,Eritrea,Cyprus,2020-04-09
a6fd05aa-99bd-4e71-94be-6444b2b0b7a3,"Powell, Howard and Griffin",Group,Tajikistan,Brunei Darussalam,1994-01-03
f9870203-253e-4af3-99c3-ce5787d7df78,Booth Group,LLC,Cook Islands,Saudi Arabia,1994-12-30
9c0217a1-5d55-4e51-82b0-fda0ca0f3413,Gibson-Duncan,Inc,Haiti,Russian Federation,2025-03-01
d3816870-853f-4d98-a456-34ae66c71b5a,Allen-Williams,and Sons,French Southern Territories,Kenya,2000-03-03
42ab8499-e2fb-4991-854e-976f479e37bd,Miller Inc,PLC,San Marino,San Marino,2017-11-24
967847c1-d1a3-4197-8ce0-7f8cdf24b35b,Shea-Arellano,and Sons,Aruba,Nauru,1971-03-01
9157ef34-abcd-481d-9c40-183910c73dfe,"Hampton, King and Ortiz",LLC,Mali,Bahrain,1977-04-06
5eccdd27-d1c7-45ad-a027-60f48005f7f5,Garcia-Miller,Inc,Korea,Micronesia,2000-10-26
6aee6794-236e-4921-afcd-6ab073d0ef1f,Reynolds and Sons,LLC,Jersey,Turks and Caicos Islands,2024-08-16
36170de0-d1a9-4253-bd29-6bfa356b855e,Price-Burns,PLC,Solomon Islands,El Salvador,1990-03-19
6db30631-bf03-4596-a441-4554aca0734c,Martinez and Sons,LLC,South Georgia and the South Sandwich Islands,Bosnia and Herzegovina,2024-07-05
c2a3e0d8-faaa-485a-8968-81fd530f3649,Matthews and Sons,Inc,Tuvalu,Eritrea,1987-03-29
1c6db4e6-b1cb-4b0f-b43a-5cb57468a77d,"Williams, Wang and Cross",PLC,Lesotho,Australia,2017-03-07
269b0958-8160-431a-b53a-3028315ab789,"Oconnell, Stewart and Bolton",Group,Brazil,Equatorial Guinea,2015-03-18
0bacb1dd-372f-4a6c-a6e1-7d18fdee6c77,Phillips and Sons,Ltd,Slovakia (Slovak Republic),United Arab Emirates,1999-04-22
8a19dd2e-2a8a-408a-a03f-dde40e56848b,Kelley-Gomez,Inc,Korea,Kenya,2019-09-14
e9792724-da30-4797-bfac-b91da39f4a74,Cruz-Wilkins,Inc,Kazakhstan,Macao,1979-09-05
ea22141b-3b79-431f-8d6d-742e0c7c8d10,"Jefferson, Hartman and Juarez",Inc,United Kingdom,Monaco,1985-09-22
9e877d36-cb6a-49d9-b876-474e6cec6397,"Russo, Anderson and Blackwell",Inc,Libyan Arab Jamahiriya,Svalbard & Jan Mayen Islands,1983-07-25
dd693292-cbd5-4947-a12c-58fadaa62113,Adams-Garcia,LLC,Falkland Islands (Malvinas),Wallis and Futuna,1971-04-18
082d3b02-6f0f-4ae7-a16e-09b4fe87319c,Willis Ltd,PLC,Central African Republic,Saudi Arabia,2009-10-18
fb2bfd80-9943-4be6-b4ca-247f6d6ed05d,"Henry, Davis and Davis",LLC,Cuba,Somalia,2022-09-26
3c4565ea-7319-4d69-951d-1fa19ed92f16,Nelson-Jones,Inc,Japan,Tokelau,2019-10-20
c220be08-1c14-49a4-821b-e9bc7ff67f1e,Fitzgerald-Ryan,PLC,Liechtenstein,Cocos (Keeling) Islands,2022-08-09
736c976c-dd85-4dee-b180-d4c6b524163d,Marshall Group,and Sons,Micronesia,Namibia,2003-08-16
66e6254f-2cef-4f09-b51b-e75b9437c0f7,Lawrence and Sons,Ltd,Spain,New Zealand,2019-04-16
34167d35-8018-47e0-8740-b1e6334e85c3,"Mckenzie, Copeland and Clark",and Sons,Lesotho,Bouvet Island (Bouvetoya),2004-05-02
05320409-0bd7-42dc-ab04-0c414f856da5,"Fox, Moss and Harris",Ltd,India,San Marino,2006-08-30
cc9d7933-15cb-4690-8d2c-8c23aee6dfea,Sosa LLC,PLC,Saudi Arabia,Suriname,2022-08-18
9e650bb5-d74e-4e67-a60d-64cffd8d2dbf,"Hensley, Gonzales and Simon",Group,Algeria,Central African Republic,1994-04-08
baacc4a0-55c0-43da-a0f8-b06c2ef3fd11,"Brown, Romero and Diaz",Ltd,Solomon Islands,Ireland,1997-06-09
1b83ee32-959f-403b-a21f-7ac8782842c0,Mcknight PLC,LLC,New Caledonia,Qatar,2015-12-30
0be2a468-d391-49b2-ae80-4657449e28cc,Fowler Group,Group,Korea,Suriname,2020-03-10
44edc3fa-8ac2-4b3d-aea8-e79d60604e9f,Jackson-Peterson,Ltd,Belgium,Turkey,1993-01-22
33ea6b04-bf2a-421a-99ed-ecee3050a0cf,Young PLC,LLC,Panama,Comoros,1990-04-16
ebe94775-b566-4eca-a222-7da612baddfc,Keller-Thomas,Inc,Puerto Rico,Ireland,2000-09-08
4b657611-2640-4fec-93e4-06cde5cd680d,"Stevens, Ochoa and Sanchez",and Sons,Georgia,Cote d'Ivoire,1999-03-07
9b45e2ca-5197-4f76-8aa4-351b2749d628,"Thompson, Jackson and Kramer",Group,Azerbaijan,Trinidad and Tobago,2011-08-11
6ee154c8-3bae-4190-82bd-76060b01f0e2,Mckenzie-Davis,Ltd,Hungary,Korea,1981-06-23
e9edf115-c405-4e2a-bae4-6e6b507000a9,Reilly PLC,PLC,North Macedonia,Kenya,2003-11-07
6b65eb0f-5d8e-474c-a314-0704f5de37f2,Calderon LLC,LLC,Spain,Norway,1975-05-08
ecd341a6-6191-4b11-acf4-7ef3e6f7bf05,Cooper and Sons,PLC,Tokelau,Saint Pierre and Miquelon,1999-01-03
a67d7b9f-fb0e-4546-ae51-733cb7a535f0,"Gonzalez, Reese and Watkins",and Sons,Iraq,Afghanistan,1993-05-15
1ea35dde-bb74-4454-b231-3b5f1c3b2e78,Brown and Sons,PLC,Nauru,United Arab Emirates,1989-12-16
a747e074-f599-4dd1-ac10-12e3eb91b085,Knapp-Jackson,LLC,Gabon,Kuwait,2011-04-24
efcec315-2e36-40fa-adbc-9759723bc918,Franklin-Mcdonald,and Sons,Croatia,Lebanon,2022-11-27
6d936c23-9dd4-4752-9f90-f4511c462bfe,Chen LLC,LLC,Cook Islands,Cuba,2002-09-28
1365cf76-aae4-443e-8cd1-441d4ff9cbc0,Montgomery-Cook,Ltd,Bahrain,Kyrgyz Republic,1976-09-04
c460262a-4ee6-4f28-a543-2d3eb65c2f34,"Banks, Moody and Green",Ltd,Solomon Islands,Yemen,2000-06-20
1f4827ea-6428-4662-ab82-87d48e3e4361,Willis LLC,Inc,Slovakia (Slovak Republic),Chile,2003-01-29
7d0a3864-d176-41d5-9aaa-d4e532c8b88b,Rogers Ltd,PLC,Czech Republic,Taiwan,1993-09-17
cb5aaff6-45f7-4893-a497-d0211ecd5591,Hale Inc,LLC,Eritrea,Italy,1981-05-31
27479574-f03f-41b8-9387-b7da9aa9528d,Wolf PLC,Ltd,French Southern Territories,United Kingdom,2007-09-14
570bd16e-cec2-4d78-8b35-728e49053967,"Miller, Turner and Peters",Inc,Uruguay,Netherlands Antilles,1976-08-20
5216dc01-5970-4308-9882-301c1d3711fc,Heath-Hensley,LLC,Tanzania,Belgium,1998-07-17
698f8722-43c4-4ad0-8b5d-20f20b4e33c4,Aguilar-Gardner,Group,Pakistan,Japan,1979-03-12
af80a634-fe3d-455b-aca0-5ef233461ecd,Collins-Tanner,Inc,Bouvet Island (Bouvetoya),Guadeloupe,2010-11-28
db40b1b6-d53c-424e-8933-b77791ba92d4,"Cobb, Martinez and Nelson",and Sons,Micronesia,Jordan,1989-03-29
61ad4825-32cb-4ef2-9c7f-2baad9ab290c,Harding Inc,LLC,Thailand,Zambia,2018-09-21
eb20fc84-e21b-40c1-a205-8894422ebaa1,Nelson Ltd,LLC,Croatia,Dominica,2015-05-30
bd615293-8174-4b26-bc1f-c30d0edbe442,Payne-Smith,Ltd,Syrian Arab Republic,Singapore,1985-01-27
8fb0d2a7-14b5-4fa5-a65b-1ac0abffdc47,Orozco-Miller,Group,Saint Martin,Comoros,2002-05-31
a8ff57da-a358-4b6b-942c-acc4d0cc5e79,"Cunningham, Thompson and Nunez",Ltd,Israel,Cuba,2005-08-15
f2362914-3650-4b68-905f-e5f4d2e90df1,"Johnson, Lee and Hines",and Sons,Tunisia,Sao Tome and Principe,1973-04-15
d19b0e88-fbfb-4f1f-bf6b-ff2cc0edd3c5,Gray-Robinson,and Sons,Estonia,Saint Martin,2008-05-06
15d70aea-3e13-43f4-b223-312016b96384,Holmes-Neal,and Sons,Tokelau,Belize,1995-09-09
85818a78-65dc-4caa-b904-d60331f379a6,Stevenson-Chapman,Inc,Libyan Arab Jamahiriya,France,1987-11-04
c38d632d-c7bb-4c97-8bd1-d9ea3808d98c,Watson Inc,PLC,Mali,French Southern Territories,1976-04-21
7a3c15d2-0e3f-4af9-9d14-a299abcc969e,"Davis, Cervantes and Smith",Group,Kyrgyz Republic,Guinea-Bissau,1994-05-08
1294b686-103f-4bad-b4ab-0390929ba302,Silva-Smith,PLC,Cameroon,Bahamas,1982-04-25
19e1d284-78e9-48b2-b5c7-1b254cbc95b3,"Serrano, Ward and Warner",PLC,Christmas Island,Saint Barthelemy,2016-02-26
29dd8c99-a4d8-498f-bafc-92e9eaf72892,"Rangel, Goodwin and Rhodes",Group,Mauritania,Paraguay,2003-08-06
dfacdc39-3a3b-408e-8220-afaef47c09c0,"Allen, Boyd and Owens",and Sons,Guyana,Ethiopia,2000-02-17
9ab8765c-0c46-40b2-a62c-9b7e30e36cd8,Robertson-Acosta,PLC,Jordan,Indonesia,2005-11-12
dbadfd2b-6f3c-414c-833d-8367beefa01b,Wood-Howard,PLC,Guinea,Turkey,2009-12-23
cc8ebaa4-b0f6-449c-9de8-030a40613ab0,"Curtis, Jones and Sullivan",Ltd,France,Anguilla,1996-06-01
a4aaadb6-f328-4874-81e3-e62a978bd7fd,Mills-Cook,LLC,Tonga,Palestinian Territory,2014-11-11
19605687-b6d9-4c58-a1e8-3836d383e4f6,"Jones, Ortiz and Harding",Group,Zimbabwe,Central African Republic,1981-07-23
32d67b6a-5d03-49af-98bc-5a76c65ff637,Jones-Morton,PLC,Heard Island and McDonald Islands,Oman,1991-11-30
1d32863c-b2bd-4aaa-b7c4-56943c5e8cd1,Landry PLC,Ltd,Dominica,Armenia,1975-07-18
0a5a7a40-da2e-4816-bc65-2fce31370b7a,"Barron, Bridges and Martin",and Sons,Haiti,Lebanon,2004-09-19
0beea636-ff66-4df1-a6a6-f230a85685e5,Jones-Knight,LLC,Nepal,Christmas Island,1972-01-11
eae77d71-f474-4853-be0a-7ff9c5793fc2,Jackson-Maxwell,Group,Central African Republic,Vanuatu,1973-04-09
2150a98a-0779-4ed5-ae97-84f68afc1494,"Estrada, Harrison and Patton",Ltd,Isle of Man,Oman,1978-11-18
00f91f37-b280-4063-ac77-49480b138f33,Alvarez Ltd,LLC,Guinea-Bissau,Pakistan,2003-06-19
dc6cb084-1b29-494b-b497-1c1dfb3fe469,Stanley Ltd,and Sons,Armenia,Macao,1984-11-07
47012367-aeb2-4984-9132-869ae1d38715,Sanchez-Maldonado,PLC,Gabon,Costa Rica,1982-04-28
f7629c17-33fa-4b74-989f-c515fcb7a138,Smith-Carter,Group,Slovenia,Grenada,1989-06-16
101ff603-c771-45a6-b80b-d7e7f25a1b18,"Bender, Gonzalez and Blackburn",and Sons,Turkey,Niger,2007-10-09
684c9fd8-4e0d-4583-80ee-575ccb10b6ca,Mahoney-Smith,Ltd,Dominica,Cape Verde,1990-11-22
0bece8f1-078d-4cd1-9598-9d7aa679c977,Graves PLC,Ltd,Brazil,Indonesia,2005-04-27
73454ec1-512e-482a-8cf3-2e5efa2dbc43,Wheeler-Gomez,Inc,Reunion,Cote d'Ivoire,2008-02-29
2eb4072e-6d01-4cba-ac7d-d995ab98c6d3,Parks-Rogers,Group,Suriname,Cayman Islands,1987-05-17
5513019c-4fa4-440e-bee9-59e427c791e5,Potts Group,Group,Colombia,Norway,2022-07-31
af4fc6de-fa10-4108-9dce-571885310912,Gordon-Gibson,Ltd,Netherlands,Iceland,1997-12-31
4c2ed30c-4119-4c2e-82d0-10d08ce8b56c,"Walter, Rice and Gallegos",LLC,Dominica,Antigua and Barbuda,1985-07-05
2f9c74db-9faf-4021-a44d-966383a109ef,Garcia PLC,Group,Cuba,Libyan Arab Jamahiriya,2025-02-21
2b02ae59-fe20-4eba-8c10-bca8f44e919b,Hodges-Gillespie,Inc,Egypt,Slovenia,1975-10-14
738924d8-de28-4302-9020-398f35cbe2d4,Moody-Thompson,Inc,Palau,Botswana,1978-03-31
06b040b4-d142-4e99-94f5-920040d24013,"Perez, Thompson and Graham",Inc,Turkmenistan,Nepal,2000-04-26
f928d7a9-d7eb-460e-bca4-0086a4940f44,Anderson Group,Group,Solomon Islands,Portugal,2005-10-29
5952d8fe-4cbd-4772-870d-600ba973dbb2,Ross-Irwin,and Sons,Thailand,Cyprus,1970-01-12
b3bff549-799c-46fc-84a2-2a364ff60d90,Sparks Inc,PLC,Chile,Korea,1980-12-29
a445c146-a3eb-43f7-8029-b120372fc295,Burnett PLC,PLC,Tanzania,Mali,2015-03-20
e02d892a-a20a-4137-aff5-141d996c0303,Davis-Morris,Ltd,Mexico,Aruba,2002-08-12
816b20bd-ec52-4708-8dcf-c51debd27836,Hughes LLC,PLC,New Caledonia,Western Sahara,1997-11-15
b1f0efc5-5429-4d0b-b6da-7a29ef854aaa,"Hernandez, Thomas and Yoder",Ltd,Malaysia,Slovenia,1997-09-06
6d0b26e8-8cad-4893-abc0-030cbae85b75,Chapman-Robinson,PLC,Ethiopia,Nauru,1974-03-04
a5b4be00-b86a-45f3-be8e-ec4b2aaf97b5,"Carroll, Thomas and Nicholson",Group,Jamaica,United Kingdom,1980-02-21
bb67e0e6-d9c3-407f-93f4-8cce6559412d,Freeman-Smith,Inc,Lithuania,Venezuela,1997-11-20
32d0dba3-c76c-4f2f-af6b-dea7a0279e4f,Alexander LLC,Inc,India,Timor-Leste,1977-11-10
3d08daf3-665d-4bb8-8f9d-a5b8d81fa8d5,Clay-Bennett,and Sons,Norway,Saint Vincent and the Grenadines,2006-05-14
11ff5602-0c5d-4892-a46a-50e2308713e1,Gutierrez PLC,LLC,Macao,French Southern Territories,1982-11-26
d3aa273a-c784-44c2-b24d-f9302104e28e,"Jackson, Rodriguez and Gordon",Inc,Central African Republic,Mozambique,1997-02-25
8fc3bce6-9cc5-48b3-b9d4-107c2f01c1f3,"Chavez, Stevens and Harris",Ltd,Congo,Sao Tome and Principe,1991-02-04
179a7399-1981-45d8-afd3-808f63e47dd0,Higgins Inc,and Sons,Pitcairn Islands,Finland,2006-10-08
101fcc73-0343-455d-a3c7-78f89a32e7a5,Morales-Lewis,Group,Central African Republic,Saint Kitts and Nevis,2004-07-08
c000fc5a-fcff-43e4-b6ff-dd4940c410ee,Hughes-Sims,Inc,Cape Verde,Vanuatu,2014-02-03
fbd02423-e901-4ac6-92d4-11e70d15737d,Lewis Group,and Sons,Armenia,Kuwait,2024-06-24
2ac70ba0-0cde-40e0-8e5a-0af1abe81074,"Rowland, Glenn and Ramsey",and Sons,Tokelau,Jersey,1978-08-06
52f79035-e5a6-4fad-b91f-bd0a0278b031,Hurst-Taylor,PLC,United Arab Emirates,Andorra,1971-01-16
dda4094d-1775-416a-95ef-cc7778681aee,Fitzgerald-Maldonado,and Sons,Jamaica,Guinea-Bissau,1995-08-25
21749398-826a-4df8-a870-dd2fd7ae8ea9,Patton PLC,Ltd,Monaco,United States Virgin Islands,2004-02-26
7900b364-1783-44a0-861c-608f9afbdb9f,Everett-Green,Ltd,Fiji,Norway,2025-02-05
4440a64c-4869-41cf-97ea-f376a38a783c,"Smith, Mcbride and Mcguire",and Sons,Congo,Vietnam,1981-06-17
b6f00a22-27e8-4b57-a8fc-93941a3a2151,"Wells, Lopez and Mann",Inc,Armenia,Mali,1996-12-08
6c057bf7-30fa-4783-a440-3cc8760e13cb,Anderson PLC,Group,Russian Federation,Kazakhstan,1979-05-26
45aaf144-d543-4681-9d3f-7414e107dd3e,Hawkins-Potts,Ltd,Guinea-Bissau,Suriname,2011-11-04
0ddbc22f-e69d-4599-ad87-2e892dc5a278,Donaldson LLC,and Sons,American Samoa,Indonesia,2020-12-22
334efc7d-e16d-48e2-ae20-8c39383de706,"Lewis, Anderson and Clark",PLC,Albania,Slovakia (Slovak Republic),2005-04-26
6e91d39f-c634-4dbb-8b62-b584781636ef,"Williams, Lopez and Banks",Ltd,Nicaragua,Saint Martin,1988-11-04
dc40b1c5-e12b-4f4b-9e85-54020bf614d1,"Allen, Thomas and Bell",Group,Cayman Islands,Portugal,1997-01-21
11b7efbd-6007-4c02-b704-63ef6ae77c42,"Schneider, Hall and Peters",Ltd,Korea,Israel,1976-09-30
027b8076-1763-46e0-8c92-b2f254278636,Logan Inc,Group,Burkina Faso,Israel,1999-08-07
e04fbbfb-3b21-43cc-9bd3-9d8719dea855,"Mason, Anderson and Kramer",LLC,Timor-Leste,Germany,2006-10-04
edd73ccd-3874-4a82-ab2a-aae17f217ff4,Perez and Sons,LLC,Lebanon,Togo,1994-12-09
583c0ce1-07e5-4610-97f5-58f9f4e71d26,Campbell-Campbell,and Sons,Taiwan,Ethiopia,1995-06-11
0c434d23-8dad-4021-aede-f622eb22338b,Smith and Sons,Inc,El Salvador,Lesotho,1991-09-14
953845bd-a1bc-44bb-947f-9a7c46b09da0,Conrad-Lester,PLC,Armenia,Eritrea,1992-08-31
79c2484b-2c29-4c99-8eb8-fdd798fe8629,Larson LLC,LLC,Sri Lanka,Tuvalu,2005-10-10
00abfd3e-11f8-48ad-84d2-3626b479e83b,"Baker, Smith and Hernandez",LLC,Pitcairn Islands,Seychelles,2011-10-30
a66c1e02-33f8-4de6-95f2-debcef88bdb7,"Robinson, Barron and Scott",PLC,Hong Kong,Kenya,1988-06-22
e6d04cdb-9aaa-4f30-8373-11f1e7f462ed,"Mitchell, Klein and Gregory",LLC,Cuba,Fiji,1975-02-20
1b30ec9d-20bf-41ed-9b31-d0412aa4188a,Owens Inc,Group,Western Sahara,Slovenia,2010-06-02
25df1366-35b4-47d4-93b4-45964801c4cf,"Miles, King and Lawson",Ltd,Sweden,South Africa,2003-05-11
11b27bc5-33f2-49ac-9aa2-b6a1c5ac9835,Johnson Inc,Inc,Romania,Monaco,1990-02-24
bf99c7ef-b925-453c-8f69-af2781631f62,Leach Inc,LLC,Suriname,Cape Verde,2002-11-21
f8eee7a5-f466-4b4b-b3ba-d9e82b198d51,Christian Group,LLC,Andorra,Kenya,1976-04-28
d550f816-c743-46be-9375-1a60b8f1d4b0,Clark and Sons,and Sons,Aruba,United Arab Emirates,1984-02-23
48e2a59a-dec0-49b5-8921-80db9fff076f,"Estrada, Sullivan and Campbell",PLC,Belgium,Denmark,2005-06-25
fe5b2832-1acb-4938-a5dd-695718f17a25,"English, Hunt and Koch",Group,Saint Pierre and Miquelon,Burkina Faso,2011-02-11
a19af7b1-ea52-4b34-8622-1ddfa7eb7194,Compton-Clark,Group,Somalia,Guernsey,2024-06-20
016dea5f-f668-41d2-a29f-c6b2d1a14568,"Rodriguez, Hernandez and Stephens",Group,China,Sudan,2003-01-27
d43e2bff-ecbe-4f7e-b1be-a4a8e1e8347e,Wall-Hunter,and Sons,Zimbabwe,Holy See (Vatican City State),1971-07-23
61e52281-e9cb-4572-8da5-875ba372dfed,"Perez, Patel and Lucas",LLC,New Caledonia,Benin,1988-08-07
ec65692a-9b49-43d2-8338-0a8d0d07211a,Wheeler-Abbott,and Sons,Mexico,Eritrea,1994-10-25
86c68fe7-649c-4398-b72a-eaf2aeb1af35,"Diaz, Harrington and Barnes",and Sons,Grenada,Slovenia,1981-02-21
f0748fa1-1aec-41cb-baa2-596ce53fc1f1,Williams-Garner,PLC,Saint Barthelemy,Vietnam,2025-01-17
0c703be8-fc76-4aa6-923b-e49638553ac2,Turner PLC,Group,Barbados,Palestinian Territory,2004-08-18
9988e724-80b2-4d70-8919-3bc2bd1c4dfc,"Elliott, Kramer and Benson",PLC,Luxembourg,Isle of Man,1979-11-13
3e0bb2b4-2c4b-4c60-816d-47a89fc024ab,Prince Ltd,LLC,Papua New Guinea,Sao Tome and Principe,1982-12-11
f0290f43-f242-497e-8fa3-662dea58224f,Ramsey and Sons,and Sons,Cote d'Ivoire,Dominica,1973-09-18
38d51665-deb6-41b0-b851-00c93f0fc0ce,"Barnes, Hill and Edwards",LLC,Tokelau,Burundi,1991-08-15
75bc2734-963e-4dc5-b17f-3809a81fc0ba,Garcia-Robinson,PLC,Germany,Togo,1980-11-22
46ccbecd-7b93-4ad4-9ce9-575a91e7483e,Barnes Inc,Inc,Bulgaria,Guinea-Bissau,2007-12-17
81bebb95-5b0a-4e4a-b4bf-571b1c907696,"Smith, Winters and Sherman",Inc,Guinea,Marshall Islands,1970-08-18
